term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
amor,Mi amor.,Noun,,,,,,,,,,,,,,,,,,,,en,n.  love; truelove; passion,,,,,,,,
amorosa,…cómo es su carácter: amorosa y buena. Y su…,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,"affectionate, kind, loving",,,,,,,,
amortiguada,…respiración amortiguada],,,,,,,,,,,,,,,,,,,,,en,muffled; cushioned,,,,,,,,
anafes,…las tenazas y los anafes se caían de su…,,,,,,,,,,,,,,,,,,,,,en,braziers,,,,,,,,
ancho,"…tronco muy masivo, muy ancho en forma de una…",Verb,yo,presente,anchar,ancharse,Adjective,Noun,verb,noun,adjective,anchar,presente,yo,ancharse,,,,,,,en,wide,,,,,,,,
anciana,…Hola!” dijo una anciana desde detrás de la…,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,old woman,,,,,,,,
ando,…hacienda. Una hacienda no ando nada que no ya…,Verb,yo,presente,andar,andarse,Noun,andar,verbo,presente,yo,andarse,,,,,,,,,,en,"andar v. go, travel; walk, travel by foot; function; tamper with; engage in; elapse, go by",,,,,,,,
anecdóticos,"bastante anecdóticos. La empresa de Hanafin,…",,,,,,,,,,,,,,,,,,,,,en,anecdotal,,,,,,,,
angie,"…con su mejor amiga, Angie, para ver comedias románticas…",,,,,,,,,,,,,,,,,,,,,en,Angie,,,,,,,,
angustiaba,Antes me angustiaba porque les parecía ridículo.,Verb,yo,indicativo pretérito imperfecto,angustiar,angustiarse,verbo,yo,angustiar,angustiarse,indicativo pretérito imperfecto,,,,,,,,,,,en,were distressed,,,,,,,,
anhelados,"…mantener los logros tan anhelados,",,,,,,,,,,,,,,,,,,,,,en,longed for,,,,,,,,
anillos,"…mediante cómodos cinturones, pulseras, anillos y broches.",Noun,,,,,,,,,,,,,,,,,,,,en,Rings,,,,,,,,
animago,"…que Sirius sea un animago, o sea, un mago…",,,,,,,,,,,,,,,,,,,,,en,Animagus,,,,,,,,
ánimo,…gritos de ánimo de la multitud],Noun,,,,,,,,,,,,,,,,,,,,en,"(animar) inspire, make alive, animate- soul, mind",en,mind,en,"mood, spirit",,,,
ánimos,…tiempos tan polarizados los ánimos se encienden y una,Noun,noun,,,,,,,,,,,,,,,,,,,en,encouragement,en,.  mind; soul; zest; courage; encouragement,,,,,,
anónima,…subimos a una cuenta anónima.,Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,anonymous,,,,,,,,
ansiedad,"cuando tampoco sientes ansiedad,",Noun,noun,,,,,,,,,,,,,,,,,,,en,anxiety,,,,,,,,
ansiosos,"…unieron cada vez, esperando ansiosos los sábados para escapar…",Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,anxious,,,,,,,,
antebrazo,…cual había desaparecido su antebrazo.,Noun,noun,,,,,,,,,,,,,,,,,,,en,forearm,,,,,,,,
antepasados,Los antepasados de Arturo Xuncax y…,Noun,,,,,,,,,,,,,,,,,,,,en,forefathers,,,,,,,,
anterior,"…ya que, por lo anterior, muchas veces servían como…",Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,"adj. first, earlier; previous",,,,,,,,
anteriores,"En anteriores vídeos de VisualPolitik, hemos…",Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,preceding,,,,,,,,
antigua,…viene de la costumbre antigua de tapar la copa…,Verb,él/ella/ud.,presente,antiguar,Adjective,Noun,verbo,presente,él/ella/ud.,antiguar,,,,,,,,,,,en,"adj. ancient, very old; old established",,,,,,,,
antiguamente,…de los carpinteros que antiguamente sacaban sus trastos viejos…,Adverb,adverbio,,,,,,,,,,,,,,,,,,,en,"formerly, once, in the past",,,,,,,,
antiguo,antiguo del cuadrado de sator…,Verb,yo,presente,antiguar,Adjective,Noun,verb,noun,adjective,presente,yo,antiguar,,,,,,,,,en,ancient,,,,,,,,
antihigiénica,…o cualquier otra actividad antihigiénica,,,,,,,,,,,,,,,,,,,,,en,unhygienic,,,,,,,,
anual,…hablamos de un tijeretazo anual de más de 800…,Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,annual; yearly,,,,,,,,
anunciada,de una Muerte anunciada o el coronel no,,,,,,,,,,,,,,,,,,,,,en,announced,,,,,,,,
apagaba,Antes era razonable; apagaba el farol por la…,Verb,yo,indicativo pretérito imperfecto,apagar,apagarse,verb,yo,apagar,apagarse,indicativo pretérito imperfecto,,,,,,,,,,,en,I would extinguish,,,,,,,,
apagar,Apagar el farol.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,Turn off,,,,,,,,
apago,Enciendo y apago una vez por minuto.,Verb,yo,presente,apagar,apagarse,verb,presente,yo,apagar,apagarse,,,,,,,,,,,en,I turn off,,,,,,,,
aparcerías,…mayordomo una cuestión de aparcerías volvió al libro en…,,,,,,,,,,,,,,,,,,,,,en,"n.f partnerships, relations",,,,,,,,
aparecerá,"Y luego, solo luego, aparecerá un amor digno y…",Verb,él/ella/ud.,futuro,aparecer,aparecerse,verbo,futuro,aparecer,él/ella/ud.,aparecerse,,,,,,,,,,,en,will appear,,,,,,,,
aparecido,…que no le ha aparecido la persona adecuada... y…,Verb,yo,pretérito perfecto compuesto,aparecer,aparecerse,verbo,yo,aparecer,pretérito perfecto compuesto,aparecerse,,,,,,,,,,,en,(have) appeared,,,,,,,,
apareció,"la civilización, de pronto apareció un niño vestido de",Verb,pretérito perfecto simple,él/ella/ud.,aparecer,aparecerse,,,,,,,,,,,,,,,,en,appeared,,,,,,,,
apariencia,"…desaparecido, tras adoptar la apariencia de Marta Sánchez, en…",Noun,noun,,,,,,,,,,,,,,,,,,,en,appearance,,,,,,,,
apellido,Este es fácil. Su apellido en inglés ya nos…,Verb,yo,presente,apellidar,apellidarse,Noun,verb,noun,presente,yo,apellidarse,apellidar,,,,,,,,,en,last name,,,,,,,,
apenas,"…se vea demacrado, aunque apenas tiene( tenía) veintidós años.",Verb,presente,tú,apenar,apenarse,Adverb,adverbio,tú,verbo,presente,apenar,apenarse,,,,,,,,,en,only,,,,,,,,
apercibidos,"…oficial] Habiendo sido apercibidos,",,,,,,,,,,,,,,,,,,,,,en,warned,,,,,,,,
aperitivo,…España) es esencialmente un aperitivo que se sirve en…,Noun,,,,,,,,,,,,,,,,,,,,en,snack/appetizer,,,,,,,,
apetece,…Te apetece juntarnos para escribir?,Verb,él/ella/ud.,presente,apetecer,apetecerse,Noun,sustantivo,verbo,apetecer,presente,él/ella/ud.,apetecerse,,,,,,,,,en,apetecer - to feel like,,,,,,,,
aplastándola,"…de su víctima, y aplastándola.",,,,,,,,,,,,,,,,,,,,,en,squashing it,,,,,,,,
aplastar,…demasiado las raíces pueden aplastar y destruir mi planeta.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to crush,,,,,,,,
aplastaré,…Os aplastaré a todos!,Verb,yo,futuro,aplastar,aplastarse,verb,yo,futuro,aplastar,aplastarse,,,,,,,,,,,en,I will crush,,,,,,,,
aplazado,…Queda aplazado.- El señor Kreighton dijo…,Verb,yo,pretérito perfecto compuesto,aplazar,aplazarse,verbo,yo,pretérito perfecto compuesto,aplazarse,aplazar,,,,,,,,,,,en,"v. postpone, put off to a later time, delay; defer, put off until later",,,,,,,,
apoderado,…una carta a su apoderado y discutir con el…,Verb,yo,pretérito perfecto compuesto,apoderar,apoderarse,Noun,verbo,yo,pretérito perfecto compuesto,apoderar,apoderarse,,,,,,,,,,en,"come/taken over, seized",,,,,,,,
apoderaron,"Los norteamericanos también se apoderaron de Texas, California, Colorado,…",Verb,pretérito perfecto simple,ellos/ellas/uds.,apoderar,apoderarse,verbo,pretérito perfecto simple,ellos/ellas/uds.,apoderar,apoderarse,,,,,,,,,,,en,seized,,,,,,,,
apoderó,…una rutina que se apoderó de los sábados.,Verb,pretérito perfecto simple,él/ella/ud.,apoderar,apoderarse,verbo,pretérito perfecto simple,él/ella/ud.,apoderar,apoderarse,,,,,,,,,,,en,"authorize, empower",,,,,,,,
apodo,…le gustaría tener un apodo?,Verb,yo,presente,apodar,apodarse,Noun,sustantivo,verbo,presente,yo,apodarse,apodar,,,,,,,,,en,nickname,,,,,,,,
aporten,y todos aporten según sus capacidades.. Podría…,Verb,ellos/ellas/uds.,imperativo,aportar,verb,imperativo,ellos/ellas/uds.,aportar,,,,,,,,,,,,,en,they contribute,,,,,,,,
apoyaba,Había un arpa dorada apoyaba en la esquina de…,Verb,yo,indicativo pretérito imperfecto,apoyar,apoyarse,verb,yo,apoyar,apoyarse,indicativo pretérito imperfecto,,,,,,,,,,,en,was resting,,,,,,,,
apoyaban,…miembros que ya nos apoyaban.,Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,apoyar,apoyarse,verbo,apoyar,ellos/ellas/uds.,apoyarse,indicativo pretérito imperfecto,,,,,,,,,,,en,supported,,,,,,,,
apoyados,apoyados por el estado. En…,,,,,,,,,,,,,,,,,,,,,en,supported,,,,,,,,
apoyan,…en que muchas mujeres apoyan su tristeza en su…,Verb,presente,ellos/ellas/uds.,apoyar,apoyarse,verbo,presente,apoyar,ellos/ellas/uds.,apoyarse,,,,,,,,,,,en,"support, prop; sustain; underwrite",,,,,,,,
apoyo,…que ha recibido mucho apoyo en redes sociales y…,Verb,yo,presente,apoyar,apoyarse,Noun,verbo,presente,yo,apoyar,apoyarse,,,,,,,,,,en,"support, backing, upholder",,,,,,,,
aprenderla,…sin que tengamos que aprenderla:,,,,,,,,,,,,,,,,,,,,,en,learn,,,,,,,,
aprendiz,Pero¿ puede un aprendiz de mago defender la…,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,n. apprentice,,,,,,,,
apresuró,…la canasta... Ella se apresuró de regreso hacia el…,Verb,pretérito perfecto simple,él/ella/ud.,apresurar,apresurarse,verb,pretérito perfecto simple,él/ella/ud.,apresurar,apresurarse,,,,,,,,,,,en,hurried,,,,,,,,
apretados,…vestido: tiene unos rizos apretados y tiesos que me…,Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,adj. tight; constrained; pressed; jammed,,,,,,,,
aprietos,en serios aprietos económicos. Con las navidades…,Noun,noun,,,,,,,,,,,,,,,,,,,en,tight spots,,,,,,,,
aprisionaré,"…te absorberé, y te aprisionaré.",Verb,yo,futuro,aprisionar,verbo,yo,futuro,aprisionar,,,,,,,,,,,,,en,will imprison,,,,,,,,
aprobada,La ley recientemente aprobada en el estado norteamericano…,,,,,,,,,,,,,,,,,,,,,en,approved,,,,,,,,
aprobaron,…muy poco tiempo se aprobaron grandes paquetes de sanciones.,Verb,pretérito perfecto simple,ellos/ellas/uds.,aprobar,verbo,aprobar,pretérito perfecto simple,ellos/ellas/uds.,,,,,,,,,,,,,en,"approve, agree",,,,,,,,
aptitud,…que justificaba mi natural aptitud para salir de todo…,Noun,noun,,,,,,,,,,,,,,,,,,,en,aptitude,,,,,,,,
apuñalar,"…estuviera a punto de apuñalar a alguien, y la…",Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,to stab,,,,,,,,
apunto,ÁNGELA: ME APUNTO.,Verb,yo,presente,apuntar,apuntarse,verbo,apuntarse,presente,apuntar,yo,,,,,,,,,,,en,"I point, I am aiming, about to",,,,,,,,
apuntó,El niño apuntó con el dedo,Verb,pretérito perfecto simple,él/ella/ud.,apuntar,apuntarse,,,,,,,,,,,,,,,,en,point out,,,,,,,,
apuro,…para salir de todo apuro.,Verb,yo,presente,apurar,apurarse,Noun,verb,noun,presente,yo,apurar,apurarse,,,,,,,,,en,predicament,,,,,,,,
apuró,"…almuerzo y luego, les apuró a salir de la…",Verb,pretérito perfecto simple,él/ella/ud.,apurar,apurarse,verb,pretérito perfecto simple,apurar,él/ella/ud.,apurarse,,,,,,,,,,,en,hurried,,,,,,,,
aquel,"Pero en aquel momento tan lejano, ni…",Pronoun,Noun,pronoun,noun,,,,,,,,,,,,,,,,,en,that,,,,,,,,
aquellos,…crema y chocolate de aquellos que tienen allí.,Pronoun,Noun,,,,,,,,,,,,,,,,,,,en,Those,,,,,,,,
árabe,"…cara de latino, de árabe... la policía del estado…",Adjective,Noun,,,,,,,,,,,,,,,,,,,en,arabic,,,,,,,,
arácnidos,"…a la clase Arachnida( arácnidos, tienen ocho patas).",,,,,,,,,,,,,,,,,,,,,en,"n.  arachnid, arachnoid",,,,,,,,
aranceles,…entran y salen sin aranceles… pero la gente no.,Noun,,,,,,,,,,,,,,,,,,,,en,duties; tariffs,,,,,,,,
árboles,"…la llenó de agua, árboles y animales.",Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,trees,,,,,,,,
arcilla,en papiros tablillas de arcilla libros,Verb,él/ella/ud.,presente,arcillar,Noun,verb,noun,presente,él/ella/ud.,arcillar,,,,,,,,,,,en,clay,,,,,,,,
arengar,"…del frente luego de arengar a las compañías veteranas,…",Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,to give a pep talk,,,,,,,,
ariel,"…un ser mágico llamado Ariel, que le pidió ayuda…",Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,Ariel,,,,,,,,
arpa,Había un arpa dorada apoyaba en la…,Verb,él/ella/ud.,presente,arpar,Noun,verb,noun,presente,él/ella/ud.,arpar,,,,,,,,,,,en,harp,,,,,,,,
arquetipo,…la izquierda con el arquetipo maternal:,Noun,noun,,,,,,,,,,,,,,,,,,,en,archetype,,,,,,,,
arquitectos,…que se enamoran de arquitectos en las calles de…,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,architects,,,,,,,,
arrancar,…tengo que dedicarme a arrancar los baobabs para proteger…,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,pull up,,,,,,,,
arranque,"…impiden que el animal arranque las flores del suelo,…",Verb,él/ella/ud.,imperativo,subjuntivo presente,arrancar,arrancarse,Noun,verb,noun,imperativo,subjuntivo presente,él/ella/ud.,arrancar,arrancarse,,,,,,,en,pulls,,,,,,,,
arrasaban,"…con los incendios que arrasaban las selvas en Brasil,…",Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,arrasar,arrasarse,verbo,ellos/ellas/uds.,arrasar,arrasarse,indicativo pretérito imperfecto,,,,,,,,,,,en,"they destroyed, devastated (imperfecto)",,,,,,,,
arrastraban,"…había buscado, y se arrastraban en desbandada turbulenta detrás…",Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,arrastrar,arrastrarse,verb,ellos/ellas/uds.,arrastrar,arrastrarse,indicativo pretérito imperfecto,,,,,,,,,,,en,they dragged,,,,,,,,
arrastrado,…La corriente lo habrá arrastrado.,Verb,yo,pretérito perfecto compuesto,arrastrar,arrastrarse,verb,yo,pretérito perfecto compuesto,arrastrar,arrastrarse,,,,,,,,,,,en,dragged,,,,,,,,
arrastrándote,…Vuelve arrastrándote al agujero del que…,,,,,,,,,,,,,,,,,,,,,en,crawling,,,,,,,,
arreglaba,…pero siempre se las arreglaba para verse como un…,Verb,yo,indicativo pretérito imperfecto,arreglar,arreglarse,verbo,yo,arreglar,arreglarse,indicativo pretérito imperfecto,,,,,,,,,,,en,"v. arrange, settle; fix; order, sort; tidy; quadrate; accommodate; regulate; posh up",,,,,,,,
arrellanado,Arrellanado en su sillón favorito…,Verb,pretérito perfecto compuesto,arrellanarse,verbo,pretérito perfecto compuesto,arrellanarse,,,,,,,,,,,,,,,en,"sprawled, spread out",,,,,,,,
arrepentida,"…tocó, o si estaba arrepentida porque no fue todas…",Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,sorry,,,,,,,,
arrepentimiento,"…corazón no cabe el arrepentimiento,",Noun,noun,,,,,,,,,,,,,,,,,,,en,regret,,,,,,,,
arriba,…están ligeramente curvados hacia arriba y alguien le rellenó…,Verb,él/ella/ud.,presente,arribar,arribarse,Adverb,Noun,sustantivo,arribar,adverbio,verbo,presente,él/ella/ud.,arribarse,,,,,,,en,upstairs,,,,,,,,
arriesgarías,…qué?¿ Por qué lo arriesgarías?,Verb,condicional,tú,arriesgar,arriesgarse,verb,tú,condicional,arriesgar,arriesgarse,,,,,,,,,,,en,would you risk,,,,,,,,
arrojado,…agradecidos que se han arrojado con los cuerpos difuntos…,Verb,yo,pretérito perfecto compuesto,arrojar,arrojarse,verb,yo,pretérito perfecto compuesto,arrojar,arrojarse,,,,,,,,,,,en,thrown,,,,,,,,
arrojó,"…de comerte!” Entonces, ella arrojó a Hansel a una…",Verb,pretérito perfecto simple,él/ella/ud.,arrojar,arrojarse,verb,pretérito perfecto simple,él/ella/ud.,arrojar,arrojarse,,,,,,,,,,,en,threw,,,,,,,,
arroyo,"…de frente, crucen el arroyo, giren a la derecha…",Verb,yo,presente,arroyar,arroyarse,Noun,verb,noun,presente,yo,arroyar,arroyarse,,,,,,,,,en,stream,,,,,,,,
arrugue,"…se estire y se arrugue, para que tu rostro…",Verb,él/ella/ud.,imperativo,subjuntivo presente,arrugar,arrugarse,imperativo,verbo,subjuntivo presente,él/ella/ud.,arrugarse,arrugar,,,,,,,,,en,wrinkle,,,,,,,,
artesanía,…de madera en la artesanía puertorriqueña.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"n.  craftsmanship, artistry; handicraft",,,,,,,,
artículo,Ve un artículo aterrador con un título…,Noun,noun,,,,,,,,,,,,,,,,,,,en,article,,,,,,,,
artrópodos,…son un orden de artrópodos que pertenecen a la…,Noun,,,,,,,,,,,,,,,,,,,,en,"n. arthropod, member of a family of animals with jointed legs and hard segmented bodies (includes crustaceans, spiders and insects)",,,,,,,,
arturo,…don Rodrigo se llamaba Arturo Xuncax.,Noun,,,,,,,,,,,,,,,,,,,,en,Arthur,,,,,,,,
asar,…lo bastante caliente para asar a tu hermano!”,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,roast,,,,,,,,
ascendencia,…cada tres habitantes tiene ascendencia mexicana.,Noun,,,,,,,,,,,,,,,,,,,,en,ancestry,,,,,,,,
ascenso,"…podría haberme supuesto un ascenso de grado, sí no…",Noun,,,,,,,,,,,,,,,,,,,,en,m/ n. promotion,,,,,,,,
ascienda,…en usó la vieja ascienda es el lugar secreto…,Verb,él/ella/ud.,imperativo,ascender,imperativo,verbo,él/ella/ud.,ascender,,,,,,,,,,,,,en,"to promote, to rise, to. climb",,,,,,,,
asediaban,"…las pandillas que los asediaban, de las drogas que…",Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,asediar,verbo,ellos/ellas/uds.,asediar,indicativo pretérito imperfecto,,,,,,,,,,,,,en,"v. besiege, surround",,,,,,,,
asegurada,la reacción inmediata está asegurada,Adjective,,,,,,,,,,,,,,,,,,,,en,guaranteed,,,,,,,,
asegurarme,"Aun así, voy a asegurarme de que no me…",,,,,,,,,,,,,,,,,,,,,en,to make sure,,,,,,,,
asegurarse,"…el tiempo necesario para asegurarse, mediante un segundo telegrama,…",Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,make sure,,,,,,,,
asesinada,…su hija había sido asesinada en Aguascalientes.,,,,,,,,,,,,,,,,,,,,,en,killed,,,,,,,,
asesinado,…pero que no hubiera asesinado a alguien'.,Verb,yo,pretérito perfecto compuesto,asesinar,Adjective,verbo,yo,pretérito perfecto compuesto,asesinar,,,,,,,,,,,,en,killed,,,,,,,,
asesinato,…al sospechoso por el asesinato de María Isabel.,Noun,,,,,,,,,,,,,,,,,,,,en,"murder, assassination",,,,,,,,
asesinatos,"Son demasiados los asesinatos,",Noun,noun,,,,,,,,,,,,,,,,,,,en,murders,,,,,,,,
asfixia,El dolor La asfixia,Verb,él/ella/ud.,presente,asfixiar,asfixiarse,Noun,sustantivo,verbo,presente,él/ella/ud.,asfixiarse,asfixiar,,,,,,,,,en,"suffocation, asphyxia",,,,,,,,
así,"Así, cuando creemos en la…",Verb,yo,pretérito perfecto simple,asir,Adverb,Noun,verbo,asir,yo,pretérito perfecto simple,,,,,,,,,,,en,"so, in order that, like this/that",,,,,,,,
asiduamente,…Informativos comienzan a hablar asiduamente,,,,,,,,,,,,,,,,,,,,,en,regularly,,,,,,,,
asombrado,"Yo realmente estaba sorprendido, asombrado",Verb,yo,pretérito perfecto compuesto,asombrar,asombrarse,Adjective,,,,,,,,,,,,,,,en,amazed,,,,,,,,
áspero,"…pregonaba el gitano con áspero acento—, todo es cuestión…",Adjective,adjective,,,,,,,,,,,,,,,,,,,en,harsh,,,,,,,,
aspiradora,aspiradora],Noun,noun,,,,,,,,,,,,,,,,,,,en,vacuum cleaner,,,,,,,,
aspirante,La conoce todo aspirante a escritor.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"adj.  aspiring, sucking, would-be",,,,,,,,
asqueroso,ASQUEROSO!” gruñó el trol.,,,,,,,,,,,,,,,,,,,,,en,DISGUSTING,,,,,,,,
asteroide,"un nuevo planeta o asteroide, muchas veces, en vez",Noun,,,,,,,,,,,,,,,,,,,,en,asteroid,,,,,,,,
astillero,"…los de lanza en astillero, adarga antigua, rocín flaco…",Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"dockyard, shipyard",,,,,,,,
astuta,…mente enferma o una astuta?,Adjective,adjective,,,,,,,,,,,,,,,,,,,en,cunning,,,,,,,,
asunto,"…Esto es un asunto serio, importante!",Noun,noun,,,,,,,,,,,,,,,,,,,en,matter,,,,,,,,
asuntos,"Cuando sales a esos asuntos, se me quita el…",Noun,noun,,,,,,,,,,,,,,,,,,,en,matters,,,,,,,,
asustada,"…Estoy asustada”, dijo Gretel llorando.",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,scared,,,,,,,,
asustar,"Que, aparte de asustar,[ ríe] digo yo que…",Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,"frighten, scare",,,,,,,,
asustas,…que tú no te asustas,Verb,presente,tú,asustar,asustarse,tú,verbo,presente,asustarse,asustar,,,,,,,,,,,en,"you scare, frighten",,,,,,,,
atacados,no están siendo atacados.,,,,,,,,,,,,,,,,,,,,,en,attacked,,,,,,,,
atacando,…Están atacando un convoy militar!,Verb,gerundio,atacar,verb,gerundio,atacar,,,,,,,,,,,,,,,en,attacking,,,,,,,,
atada,…la pita que estaba atada a un rebaño de…,Adjective,adjective,,,,,,,,,,,,,,,,,,,en,tied,,,,,,,,
atados,"…por qué coño estamos atados, tía?",,,,,,,,,,,,,,,,,,,,,en,tied up,,,,,,,,
ataque,"…verlos, te entra un ataque de pánico.",Verb,él/ella/ud.,imperativo,subjuntivo presente,atacar,atacarse,Noun,sustantivo,imperativo,verbo,atacar,subjuntivo presente,él/ella/ud.,atacarse,,,,,,,en,attack,,,,,,,,
atar,"y explorar, tú puedes atar la oveja a la",Verb,participio pasado,,,,,,,,,,,,,,,,,,,en,to tie,,,,,,,,
atardecer,…le gusta nadar al atardecer.,Verb,participio pasado,Noun,verb,noun,participio pasado,,,,,,,,,,,,,,,en,sunset,,,,,,,,
ataxia,que existe para la ataxia de Friedreich.,,,,,,,,,,,,,,,,,,,,,en,"Dificultad de coordinación de los movimientos, característica de ciertas enfermedades neurológicas.",,,,,,,,
atenta,…reunirse fuera de la atenta mirada de las autoridades.,Verb,él/ella/ud.,presente,atentar,Adjective,verbo,presente,él/ella/ud.,atentar,,,,,,,,,,,,en,attentive,,,,,,,,
atentos,Atentos!,Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,"attentive, polite, courtous",,,,,,,,
atenuado,…años transcurridos apenas han atenuado su efecto.,Verb,yo,pretérito perfecto compuesto,atenuar,atenuarse,Adjective,verb,adjective,yo,pretérito perfecto compuesto,atenuar,atenuarse,,,,,,,,,en,muted,,,,,,,,
